"p15ymas.an","p15ymas.se","ocupada.ss","solicitudes.mu","personal.mu","pobreza.mu","carencias.mu","di.urb","mean.rwi"
167.732990897417,195.120288191643,17369.0119760479,17.5056852575953,50.3901968162558,18.3,28.2,55.4318,-0.005
162.191348410276,213.901522231221,18626.6666666667,7.70178681454097,86.2600123228589,23.8,28,4.6583,0.143
341.221794166208,280.682443588332,20813.5593220339,NA,530.364372469636,53.9,16.6,7.9781,0.219
125.317168789824,168.29708949187,17669.2164822119,6.90516418129729,51.3423254920353,20.8,25.9,38.2209,0.227
151.216655130185,196.475161067036,20154.9362305149,0.792141951837769,80.7984790874525,27,24.6,48.4475,-0.042
149.192916470773,238.520608055164,20650.6428172163,15.687765919517,116.23208385824,17.4,23.1,19.4108,0.151
362.847510086774,397.667606256563,17493.8089341842,23.0725050997168,100.112886934823,47,33,52.9056,0.089
237.388724035608,290.377278507842,23536,25.2675386444709,163.495838287753,32.6,19.2,24.013,-0.162
123.831693751004,162.413721171934,16009.5910939842,11.7641509695714,47.9305915092795,30.1,27,33.3296,0.577
461.050405357772,434.966513923158,18687.1214116408,14.1435571046118,208.617467293024,63.2,22.1,19.9661,-0.13
280.416101311624,289.461781999095,19053.7084398977,0,195.85626416316,52.7,18.8,17.744,0.045
295.179443618603,347.207475047781,18842.0863954114,19.8382420265527,200.671448191668,37.9,30,58.693,0.105
237.756125983232,292.784773249603,15882.2876042849,18.7537348539752,110.424533699508,30.2,31.4,14.173,0.123
324.499729583559,315.485848206238,15356.3867325335,4.14364640883978,177.716390423573,49.6,35.7,6.9768,-0.104
589.388477834693,641.244545627016,15992.2142043297,NA,113.359162003157,44,39.8,1.7005,-0.128
375.423832672903,448.547734793088,17296.9142562649,14.4849954340775,136.662783008471,39.6,33.2,0,0.01
131.29693843768,169.370436843297,15128.3552344772,8.93252918183406,76.2287264765538,24.8,28,8.2382,0.182
714.355564247995,878.642675532955,17203.8996058909,13.0321459600348,123.081378511439,47.4,41.1,5.7634,0.123
711.162255466053,794.016110471807,19790.8887229276,60.5520926090828,489.759572573464,57.6,32.5,5.8187,-0.279
243.270646406845,350.912525347926,15960.7298730612,4.7636247520036,89.2001821693861,30.2,34.1,22.2132,0.108
520.847573479152,444.292549555707,19387.6262626263,27.3678037337504,128.042224611475,53,21.4,2.2341,-0.205
735.618100635007,963.348688163429,15868.2575027419,4.98667354483707,64.9127332129653,44.8,39.7,6.1525,0.09
1096.2962962963,1279.8353909465,14890.6192065258,17.4197060424605,70.223189983669,90.8,7.8,6.8302,-0.327
1588.34268713233,1713.43566164041,15001.6172506739,11.7957912616778,104.274794753232,86.7,8.8,0,-0.337
1377.21802977769,1562.81868243932,13025.8446208937,3.94364177392177,100.025095902198,81.5,16.8,10.0472,-0.269
2300.62685007836,1996.34337454292,18268.246700781,11.9701833614451,67.4683062190544,85.1,4.4,21.2666,-0.372
1706.03174603175,1770.15873015873,16819.6848862089,NA,NA,95.7,4,3.4996,-0.487
1531.57844901051,1481.3938074046,19793.6648666076,0.31562667676672,149.922671464192,86.7,11.2,7.1321,-0.237
2651.91091558977,2276.60159472092,18859.8302362927,4.44168073198898,75.5085724438127,96.3,3.5,2.7572,-0.287
1761.13832516912,1665.96687660369,15968.3686686209,5.28179954017275,83.5767103709687,92.1,7,9.0808,-0.316
837.203217999869,861.403623520178,11881.7100299836,3.64582067423377,NA,69.3,21.1,2.6362,-0.148
1084.65035722018,697.12058887205,20188.8111888112,NA,NA,93.8,2,3.8763,-0.407
1021.8023255814,663.517441860465,18825.4332846106,18.7346879953884,84.0659076716145,94,5.4,3.8817,-0.352
1006.64572807137,1093.58641722427,12259.002909018,0.467909225610232,53.4976214614365,76.9,13.7,6.7411,-0.204
1404.65793304221,1365.27099922939,17656.4433157518,0.739007266904791,NA,87.2,9.2,5.4436,-0.393
2279.51967978652,2124.08272181454,34818.7489462148,NA,NA,97.1,2.3,3.1499,-0.314
988.771143849976,1070.04393900233,13012.5940019933,4.95118135187056,120.016635969342,70,20.1,6.8009,0.078
1294.4679517317,1172.23005798464,14182.3308270677,NA,NA,76.2,19.2,6.5088,-0.31
996.090898768876,1176.46104686055,11939.2125496672,0.917399630746649,67.6582227675653,80.7,10.2,19.8589,-0.375
1501.54117129018,1141.93453691472,18819.9181446112,0.972857281836755,NA,90.8,6.7,3.4953,-0.3
912.733564586766,950.567509168729,11722.0583651056,4.52790620084839,67.5015490205424,66.7,20.2,5.243,-0.155
1752.38538515243,1866.70933209216,17522.5591048547,3.59138068635275,21.7478052673583,87.1,12,9.4583,-0.425
1070.02512400953,1019.13289956838,15860.0736454498,2.25215080401784,103.59893698482,79.2,15.4,2.3796,-0.326
2906.49244589628,2501.42915475704,30906.9429298437,8.00462489438342,62.2581936229822,99.2,0.8,5.9141,-0.436
3234.61929266774,3111.37697072995,27277.6199231155,0,21.0734729083353,99.1,0.8,3.1606,-0.277
2213.23111868257,1801.5332197615,37836.0128617363,5.86897513021789,92.4363583009317,99.1,0.8,5.3952,-0.362
1427.94472472033,1456.45974994516,24331.550802139,19.4814925820471,175.333433238423,89.6,5,1.1929,-0.373
2710.9140218427,2604.99890053507,34775.6379850109,2.60909268801774,75.8811123431827,97.6,1.9,5.1398,-0.399
910.81854894165,946.826200567621,12581.371665818,7.40133045602896,64.7393483262292,69.1,17.8,10.5946,-0.057
2177.11354004015,2183.80548739683,19868.6997035155,21.1968041741399,288.602641447905,84,14.1,1.1309,-0.224
1148.19759679573,1025.36715620828,19778.7081339713,7.40466493891151,155.497963717142,84.3,8.4,2.0595,-0.042
1600.41883129959,1471.144939793,19777.1568761074,0,56.9147357915464,91.6,6.9,11.2737,-0.382
2654.43700974864,2461.97027792397,14552.9285025798,0.147016664338903,18.891641367549,97.4,1.7,17.9845,-0.375
1175.94030149747,1231.53202784595,16017.271430835,1.70010200612037,98.9459367562054,83,11.8,11.7103,-0.394
1964.28571428571,1773.96616541353,28751.4863258026,4.60263884627186,110.463332310525,94.1,5.5,0.742,-0.408
1098.81437104267,1121.95296945346,13222.6049868766,7.38198058539106,40.6008932196508,73.3,22.9,11.0579,-0.144
1298.36714497773,1417.12023750619,12032.1402483565,14.2808568514111,138.728323699422,69.5,24,4.268,-0.109
900.769710838361,563.761181610152,24809.8784790278,1.30890052356021,285.340314136126,91.5,4,0.8797,-0.382
1245.09537314013,1398.54706499359,12254.2655253634,8.78831154564429,64.5391629133253,80.5,17.3,0.5485,-0.242
2215.7666894509,1881.97767145136,15884.127942064,3.24769053117783,63.871247113164,94.6,3.7,8.1039,-0.452
1844.98242873877,1543.66783808408,18923.1056364315,2.8784078292693,34.9520950696986,96.6,2.1,5.6186,-0.44
893.090985281022,1013.5666020638,12592.2562536118,4.30292598967298,117.862755369303,71.3,18.8,8.1856,-0.15
1263.27488268708,1144.10965670536,16512.8872470825,0,40.640841907125,95.2,3.4,5.2626,-0.18
1401.22199592668,1401.22199592668,23784.9065312716,19.7917563032441,94.6562257981241,91.9,6.6,2.0912,-0.279
1036.95825578304,1087.47673491093,13376.3803106869,7.23785397629603,130.281371573328,83.5,11.4,0.4576,-0.333
1342.67583289265,1038.6039132734,19964.9501213265,6.74117438353734,90.8284548518716,91.7,5.8,1.7935,-0.347
1337.69456350102,1245.20640649673,19576.6698024459,12.4513618677043,171.206225680934,78.6,20.6,5.5861,-0.467
1066.31687311128,988.941653106632,14012.5031257814,4.75805300471047,57.5724413569967,73.7,18.4,13.5164,-0.283
1570.83829399818,1358.63856012326,17291.6042727363,0,51.8817097018797,92.9,3.1,2.1396,-0.366
1035.34383403765,1358.04840568575,14481.4656095993,6.84337789132716,213.513390209407,70.9,27,9.4581,-0.394
1746.30261660978,1465.68069776261,27152.4872152487,3.45901072293324,78.8654444828779,97.6,1.9,6.1159,-0.314
1173.99315609371,1242.432219005,11421.2193190816,0,284.090909090909,63,29.5,9.2967,-0.427
1190.03833806066,1338.40351588068,13342.7068214804,12.2036262203626,88.0404463040446,74.6,21.9,0.1683,-0.337
1877.28227772722,1594.58882484466,15012.541749943,0.289607437118985,32.6532385351656,93.9,4.3,24.6265,-0.341
831.413210445469,791.090629800307,27109.6725057121,1.25707102451288,169.704588309239,85.4,10.4,1.6457,-0.342
1142.60319968398,1192.47481730199,13782.7330741583,1.75494015654066,94.4157804218876,74,23.6,0.7475,-0.104
857.018876111955,1052.28899978303,14374.531835206,24.3198054415565,211.278309773522,75.1,13.1,0.9074,0.214
3328.16994910378,2954.19340562071,53688.0927291886,12.853470437018,67.3277022891419,97.8,2.2,7.0535,-0.254
1067.98232578414,925.716776635162,18506.7175018155,4.92757757692856,18.9322717429361,83.4,8,8.7711,-0.267
1424.46502714788,1079.52730756947,33242.6303854875,31.4795383001049,115.424973767051,98.8,0.8,2.4006,-0.087
2176.17436950187,2041.56706598789,16152.7648518691,0.167538565283496,33.926559469908,90.8,5.1,16.2789,-0.425
2796.90189328744,2664.12589132038,29316.3054695562,4.93931696302568,86.7908552074513,96.5,1.8,0.4384,-0.203
1031.00172316513,1145.37109047379,12247.1232264551,0.830435459594125,50.9679763325894,79.7,13.6,9.2906,-0.372
1275.61189508092,1542.69313561349,16760.3645231678,6.84246539291542,86.3203326490868,82.9,15.1,5.8875,-0.344
723.54211663067,921.526277897768,25990.7834101382,22.2332015810277,197.628458498024,73.9,13.5,5.0754,-0.245
1612.02464848671,1216.42324583801,40296.5740582921,NA,NA,96.2,2.4,6.6633,-0.454
1408.97389576371,1429.29726311986,12358.2062699591,2.04894706886739,84.9174729652817,85.8,9.6,18.5865,-0.398
3658.96337416279,3396.48826404393,26399.2467043315,2.78077096875109,58.7437867148667,97,2.4,5.4656,-0.347
2245.09269356598,2253.27153762268,19866.235167206,2.64387062659734,67.859346082665,94.1,4.8,0.9166,-0.349
1084.54389605702,1390.86889831273,11526.6808598311,5.82901554404145,181.347150259067,69.6,22.2,5.0037,-0.304
1235.41974700181,1266.08619462242,12954.5637314033,3.52830484553865,71.5461815900894,77.8,20.7,1.9294,-0.353
914.09691629956,1038.91336270191,25272.7654217373,NA,NA,91.4,7.1,2.2108,-0.348
1929.37074734297,1946.80312658157,18242.7567289559,NA,NA,92,5.6,6.0653,-0.374
1606.39070442992,1529.41176470588,17096.9721767594,3.77465320373691,172.690384070963,92,3.8,0.8288,-0.286
651.757603297738,792.300951020806,15693.2184576352,5.80396008661294,158.269526977253,61.8,25.3,5.5075,-0.275
2138.38383838384,2204.54545454545,14835.5022664132,0.694902887321497,112.226816302422,88,7.8,0,-0.319
2030.35859820701,1541.87041564792,19115.8514159618,8.19215519218796,124.848445128945,97.5,2.4,6.4498,-0.488
2285.68681186595,2110.43800182701,15764.611935256,0.476462740613684,63.6871863286958,96.1,2.6,19.8937,-0.459
928.352620830497,949.625595643295,10587.9885401141,283.567619970916,83.8491368059958,67.7,16,3.5063,-0.023
1082.34814512841,1094.57806767224,14151.1489185124,3.78976290295838,28.6600819536228,80.9,15.4,4.0869,-0.268
3008.86958095755,2499.77373517965,40828.7696239503,2.49146672646187,52.3208012556992,99.4,0.6,3.3695,-0.283
1989.42498347654,1850.62789160608,19814.2857142857,17.1281758492721,211.247502141022,95.7,3.7,0.9234,-0.362
1501.39842359522,1074.87922705314,25026.0534662438,2.02724618877716,156.503405773597,94.4,3.9,4.6045,-0.417
2463.95848016915,2217.27429999359,18326.9575323229,0.758308214373732,73.3663197406586,93.8,3.5,7.2388,-0.318
4021.77573240543,3768.09967448647,32733.7718044038,1.9588638589618,126.020241593209,97.1,1.6,3.916,-0.414
1780.01745893183,1871.28005713832,19696.4358314135,5.5972237770066,117.541699317139,88.3,8.2,13.5372,-0.283
1391.27387418959,1582.26739092343,18970.5014749263,NA,NA,82,14.8,4.6173,-0.311
1408.09795464032,1352.44190900237,22078.2150915016,0.934404784152495,95.3092879835545,92.3,4.3,2.5737,-0.25
1177.5332566924,1050.52827503148,14686.7770889238,14.1480575099419,82.5940654634445,80.8,11.2,5.3518,-0.234
1423.72518211684,2047.92172546779,10229.1810728045,4.84930776131707,88.4998666440366,81.8,14.4,5.9997,0.103
1504.9504950495,1742.57425742574,17510.8790252393,20.3045685279188,375.634517766497,83.7,14.2,0.7307,-0.364
682.0124750657,860.787448944052,12291.1929009294,3.40503775335609,92.5602762620631,64.9,17.8,2.2626,-0.063
1377.24550898204,1347.30538922156,24622.1919673247,21.5656674574078,194.09100711667,88.5,8.9,3.7522,-0.201
1184.00335887478,1325.70588852734,19566.8930078914,NA,NA,86.4,9.6,0.2862,-0.031
1413.05054973652,1350.59527681999,9940.39878630256,0.88944231966557,80.9392510895668,83.2,14.8,9.4982,-0.344
1950.73781487554,1597.48099567745,28593.9093690806,2.83483797810633,114.701905883379,98.4,1,2.3659,-0.343
2091.48244887558,2097.8530929477,15266.2614533249,2.43872698451408,68.6908100638134,88.7,9,2.2658,-0.311
2292.40845751462,1834.80592553519,13499.0224698037,1.21540649270148,71.222820472307,96.8,2.5,9.4265,-0.385
935.111935276436,914.773661936024,12624.8229660769,1.30022103757639,79.421835045291,76.4,18.2,13.373,-0.242
2547.43641501817,2452.56358498183,24954.4072948328,27.0562770562771,252.97619047619,95.8,2.6,3.9161,-0.339
1387.95256475191,1270.41235132822,16833.1278257296,1.0899314554218,38.1476009397631,89.5,7.8,12.5079,-0.26
2729.03327800174,2390.72010117777,26352.5091799266,1.26694539465349,68.9218294691499,97.3,2.4,5.924,-0.453
1110.34315927705,1265.16224902374,13087.7511635827,16.7797655768044,72.547809993831,67,20,2.6992,0.258
374.909276691291,458.999642588536,11820.1900079724,5.18135572738454,109.10643961403,46.7,24.7,0,0.734
1077.36557305124,1232.38921659435,11675.4478398314,3.34918614776609,68.9932346439815,85,12.3,0.9412,-0.147
1715.32537869172,1695.01565541169,16454.5699649501,1.83116645303058,63.4804370383935,86.7,10.7,9.1925,-0.251
1057.03958388433,1159.30529842193,17493.0725346373,9.99500249875062,114.942528735632,81.1,11.7,2.0912,-0.046
2060.3184646209,2065.80196140462,14019.393276187,8.89600569344364,56.7861696764819,89.6,7.1,3.3563,-0.294
1227.88228720432,1421.12125162973,13017.385999695,10.7751583621759,65.3039900737935,83.6,15.5,5.8443,-0.384
1522.11810852037,1734.5826977555,12304.9599165743,0.151016339967985,119.90697393458,86.5,10.9,8.2872,-0.457
1116.88411653774,1225.41661855829,13232.1016386563,3.03105453142652,65.2135974943283,82.3,11.7,9.8192,-0.335
2352.72171025631,2329.96306383614,13998.427672956,1.7109476205607,107.300857918021,89.1,8.5,1.3511,-0.293
3080.62450237131,2886.76567314017,26255.6822155395,7.72439363509964,21.8489991392819,96.8,3.1,0.3983,-0.061
2119.86446421008,1689.96188055909,32160.4938271605,7.07547169811321,103.77358490566,98.9,1.1,0.1014,-0.42
1485.08122068919,1778.01943859172,11708.304532438,0,59.3144939202644,83.4,13.1,22.8972,-0.207
1929.18320451222,1727.59557133904,28039.1349124614,4.99438132101386,44.9494318891247,95.2,3.4,8.0174,-0.258
1878.52222917971,1949.90607388854,21545.8937198068,6.98703516807701,73.7520378852574,91.2,8.2,9.951,-0.328
1460.4843251361,1501.7833677492,23325.8570970843,NA,NA,96.9,2.8,4.207,-0.364
2936.91518261395,2825.23392695442,32360.9226594301,NA,NA,95,1.5,2.0099,-0.315
3321.3644524237,3141.83123877917,35705.4263565892,0,70.5787457148619,99.1,0.9,0.9646,-0.34
1513.74509103891,1199.57158157801,25961.6655651024,20.8574739281576,113.557358053302,NA,NA,16.1484,-0.511
2419.60784313725,2401.96078431373,22865.1685393258,NA,NA,NA,NA,0.0841,-0.46
1418.44607931096,1435.49255338238,15877.4330900243,1.2831205491756,114.839289151216,NA,NA,2.4276,-0.393
1312.82051282051,1435.89743589744,14295.9226565784,18.5477139942502,60.2800704813132,NA,NA,4.4508,-0.462
1349.46991952995,1593.43466598544,15372.4899598394,0.419339958904684,49.062775191848,NA,NA,3.2906,-0.346
307.84708249497,637.826961770624,18460.1584691284,13.6705399863295,198.906356801094,49.2,28.1,25.1578,0.186
244.563800385879,308.703133962559,19521.7922606925,18.4331797235023,104.070660522273,44.6,26.3,50.3,0.225
323.664122137405,436.641221374046,18950.231166712,29.4221489937625,194.186183358833,40.6,35.8,22.01,0.164
113.858346821454,202.600881844059,15985.868102288,16.4028540966128,104.158123513491,27,25.2,10.8587,0.073
470.620689655172,643.862068965517,15228.2908339076,0.764613678938716,66.9036969071377,60.6,21.2,58.766,-0.014
455.560518088432,515.855292541313,18781.558726674,3.39097999321804,66.1241098677518,26.2,61.5,6.8843,-0.075
2595.18760947727,2741.77191850281,35607.6433121019,12.8259940145361,185.060770781164,76.7,19.8,31.5473,-0.344
4521.85017026107,4330.30646992054,35003.5137034434,17.4094707520891,73.9902506963788,92.1,7.8,7.1572,-0.432
941.834996349477,941.226575809199,19260.2688222577,8.14995925020375,177.583322609703,68.3,15.4,0.9233,-0.313
372.866127583109,607.030548068284,17853.097186011,17.0926581070875,88.2458162738005,59.5,19.5,22.7534,0.282
241.254523522316,320.064334539606,17746.6082237529,0,128.809869375907,45.5,22.7,68.8016,0.051
3040.06608839323,3166.04708798017,31204.4374009509,0,224.750667228543,70.8,23.9,11.3174,-0.345
369.982547993019,365.328679464805,18000.7972892167,27.7707649583439,122.86459648237,44.4,31.7,32.8485,-0.096
355.067785668173,426.081342801808,22745.5919395466,191.082802547771,499.755022048016,32.7,54.8,13.4189,-0.072
646.871686108165,678.685047720042,23127.5720164609,16.1681487469685,1358.12449474535,28.1,67.7,40.216,-0.078
343.567251461988,497.076023391813,27576.2711864407,174.370329366178,243.564904511486,39.5,46.1,17.2067,0.119
179.227803843051,238.621761348355,18051.9435883923,3.73887272987194,59.3820962979662,36.5,25.1,33.6931,0.078
683.816346466949,625.203516769782,21164.6837820914,42.9835651074589,171.934260429836,24.9,56.8,7.5661,-0.149
101.424656854844,148.858111561612,17313.3676493527,10.7277029599289,51.0365669644333,25.8,24.1,30.0417,0.515
1065.43420092435,1080.02918997811,23897.9007633588,6.732873253661,65.6455142231948,80.1,17.5,4.5804,-0.286
186.976999001493,256.960828495436,17827.658645714,6.1680904122672,75.7414973205285,26.7,21.7,2.8872,0.267
707.920792079208,633.663366336634,26173.7089201878,300.411522633745,242.798353909465,28.1,59.8,17.4049,-0.047
608.87752730653,699.511968394144,17301.3375295043,1.5044380923725,106.815104558447,38.5,57.2,6.1165,-0.051
324.306252089602,297.559344700769,22010.4438642298,69.2225772097977,218.317358892439,40.7,50.3,0,0.14
339.996263777321,390.435269942089,21408.7759815242,5.68747333996872,133.655623489265,34.3,42.9,0,0.062
488.290981564524,348.779272546089,25459.7048808173,NA,195.838433292534,30.3,57,8.3466,0.1
2248.65052102878,2009.64119735589,17183.9260535798,10.9318962045224,61.5638365202048,77.8,11.1,46.1085,-0.453
332.8,608,21346.3819691578,85.6327307326356,299.714557564225,46.8,34.2,60.5425,0.287
1959.54734651405,2133.19458896982,19940.9144196952,4.08663669799755,106.661217817736,88.3,9.2,8.1006,-0.472
1914.23971901068,1983.02356212498,25280.7714123653,0,145.520258702682,75.3,21.8,16.9189,-0.373
422.223071338504,487.180466929044,17882.0697954272,4.24772746580579,77.0254580466117,49.8,33.7,19.8363,0.004
173.612699574546,246.237247815545,19324.6499021232,7.11200987112695,58.5241294214423,40,17.4,17.9122,0.381
474.732006125574,520.673813169985,26897.6897689769,231.749710312862,1494.78563151796,55.2,42.7,12.6122,0.159
301.322880940715,276.825085742283,19000,61.6808018504241,233.230531996916,40.7,40.3,9.1995,0.041
348.080244453301,536.734422744785,18379.8502382573,8.20494119792141,113.045856504695,52.9,37.7,26.2934,-0.146
297.780184082296,385.760693015701,20171.1187665895,17.1304113745932,113.305435234809,49.4,22.4,58.1594,0.082
133.088462858405,203.818312255968,15828.0982295831,10.2879366009213,49.3834180413118,38.8,20.7,17.1607,0.73
258.829873281208,266.918306821246,20254.1239411502,28.3630470016207,190.437601296596,26.9,53.3,41.9567,-0.08
408.692831657477,431.397988971781,25719.9734571997,43.7849671612746,287.034784723911,21.2,63.3,8.0693,0.082
419.94750656168,555.008748906387,20149.005090236,13.5183491710071,216.293586736114,65.4,20.6,22.8232,0.031
1307.96670630202,1296.07609988109,34417.9104477612,8.30564784053156,1852.15946843854,61.8,35.4,2.9104,-0.434
736.514522821577,746.887966804979,25126.4367816092,69.2640692640693,1108.22510822511,26.7,72.8,23.6289,-0.131
405.097860719162,1042.33045061447,24672.7089627392,42.6287744227353,269.982238010657,40.5,49.8,2.288,-0.022
369.913686806412,453.144266337855,24405.4220579174,2.31857175979597,208.671458381637,37.2,36.6,6.1881,0.018
275.315973808436,373.077508755901,18313.0544379272,12.351501268836,94.7697006445238,33.2,25,9.4758,0.035
2322.24168126095,2315.23642732049,20060.7902735562,0,38.2280188891387,81.3,18.1,18.9372,-0.472
1062.74392074452,1567.09696787751,19217.125382263,50.5582473140931,162.207710132715,72.2,22.8,22.947,-0.44
296.004237038781,366.621550050021,17989.4875164258,34.8124972458467,60.811704049707,32.2,52.6,27.6317,-0.021
2425.6837098692,2588.18866428855,24257.2614107884,8.34028356964137,336.391437308868,61.8,34.3,7.2662,-0.269
193.932649107621,238.448538807139,17235.4982004475,4.26458717273101,69.4518482416193,43.8,14.2,19.365,0.15
778.810408921933,897.769516728625,19137.0558375635,0,123.441550425873,54.1,43.1,18.5924,-0.239
